"Step","cube-single-play-singletask-task2-v0_baseline - train/loss","cube-single-play-singletask-task2-v0_baseline - train/loss__MIN","cube-single-play-singletask-task2-v0_baseline - train/loss__MAX","cube-single-play-singletask-task2-v0_baseline - val/loss","cube-single-play-singletask-task2-v0_baseline - val/loss__MIN","cube-single-play-singletask-task2-v0_baseline - val/loss__MAX"
"101","0.007750077173113823","0.007750077173113823","0.007750077173113823","","",""
"106","0.010447612032294273","0.010447612032294273","0.010447612032294273","","",""
"112","0.010371964424848557","0.010371964424848557","0.010371964424848557","","",""
"113","0.009050977416336536","0.009050977416336536","0.009050977416336536","","",""
"115","0.00822808500379324","0.00822808500379324","0.00822808500379324","","",""
"116","0.00874326191842556","0.00874326191842556","0.00874326191842556","","",""
"118","0.008717797696590424","0.008717797696590424","0.008717797696590424","","",""
"120","0.008822722360491753","0.008822722360491753","0.008822722360491753","","",""
"122","0.008159267716109753","0.008159267716109753","0.008159267716109753","","",""
"124","0.0063418736681342125","0.0063418736681342125","0.0063418736681342125","","",""
"126","0.009170099161565304","0.009170099161565304","0.009170099161565304","","",""
"127","0.007509881164878607","0.007509881164878607","0.007509881164878607","","",""
"128","0.008149944245815277","0.008149944245815277","0.008149944245815277","","",""
"129","0.009697127155959606","0.009697127155959606","0.009697127155959606","","",""
"133","0.0070980386808514595","0.0070980386808514595","0.0070980386808514595","","",""
"135","0.0073075490072369576","0.0073075490072369576","0.0073075490072369576","","",""
"139","0.00840304046869278","0.00840304046869278","0.00840304046869278","","",""
"140","0.007083982229232788","0.007083982229232788","0.007083982229232788","","",""
"141","0.007096809335052967","0.007096809335052967","0.007096809335052967","","",""
"143","0.007926016114652157","0.007926016114652157","0.007926016114652157","","",""
"145","0.007884640246629715","0.007884640246629715","0.007884640246629715","","",""
"147","0.006635519675910473","0.006635519675910473","0.006635519675910473","","",""
"149","0.008937615901231766","0.008937615901231766","0.008937615901231766","","",""
"150","0.008158058859407902","0.008158058859407902","0.008158058859407902","","",""
"152","0.007531103678047657","0.007531103678047657","0.007531103678047657","","",""
"156","0.007134265266358852","0.007134265266358852","0.007134265266358852","","",""
"161","0.005710800644010305","0.005710800644010305","0.005710800644010305","","",""
"163","0.006043487694114447","0.006043487694114447","0.006043487694114447","","",""
"164","0.006488768383860588","0.006488768383860588","0.006488768383860588","","",""
"165","0.007619730196893215","0.007619730196893215","0.007619730196893215","","",""
"166","0.007548341061919928","0.007548341061919928","0.007548341061919928","","",""
"167","0.007257713936269283","0.007257713936269283","0.007257713936269283","","",""
"168","0.006788189057260752","0.006788189057260752","0.006788189057260752","","",""
"169","0.0058384551666677","0.0058384551666677","0.0058384551666677","","",""
"170","0.007686368189752102","0.007686368189752102","0.007686368189752102","","",""
"175","0.00611656391993165","0.00611656391993165","0.00611656391993165","","",""
"177","0.006333441939204931","0.006333441939204931","0.006333441939204931","","",""
"178","0.005207409150898457","0.005207409150898457","0.005207409150898457","","",""
"180","0.005747064016759396","0.005747064016759396","0.005747064016759396","","",""
"181","0.006262874696403742","0.006262874696403742","0.006262874696403742","","",""
"182","0.006257676053792238","0.006257676053792238","0.006257676053792238","","",""
"183","0.0071081193163990974","0.0071081193163990974","0.0071081193163990974","","",""
"184","0.005996722262352705","0.005996722262352705","0.005996722262352705","","",""
"188","0.005732075311243534","0.005732075311243534","0.005732075311243534","","",""
"190","0.0057265544310212135","0.0057265544310212135","0.0057265544310212135","","",""
"191","0.004463124554604292","0.004463124554604292","0.004463124554604292","","",""
"192","0.005317704752087593","0.005317704752087593","0.005317704752087593","","",""
"195","0.005621816497296095","0.005621816497296095","0.005621816497296095","","",""
"196","0.005461449269205332","0.005461449269205332","0.005461449269205332","","",""
"199","0.005528935696929693","0.005528935696929693","0.005528935696929693","","",""
"200","0.005279793404042721","0.005279793404042721","0.005279793404042721","0.005078626796603203","0.005078626796603203","0.005078626796603203"
"201","0.00498667499050498","0.00498667499050498","0.00498667499050498","","",""
"202","0.005575747694820166","0.005575747694820166","0.005575747694820166","","",""
"204","0.005039900075644255","0.005039900075644255","0.005039900075644255","","",""
"206","0.0050435494631528854","0.0050435494631528854","0.0050435494631528854","","",""
"208","0.004632489290088415","0.004632489290088415","0.004632489290088415","","",""
"209","0.004625949542969465","0.004625949542969465","0.004625949542969465","","",""
"210","0.0038946066051721573","0.0038946066051721573","0.0038946066051721573","","",""
"212","0.0060912687331438065","0.0060912687331438065","0.0060912687331438065","","",""
"213","0.004518754780292511","0.004518754780292511","0.004518754780292511","","",""
"215","0.004514613654464483","0.004514613654464483","0.004514613654464483","","",""
"216","0.004622604697942734","0.004622604697942734","0.004622604697942734","","",""
"220","0.004445244558155537","0.004445244558155537","0.004445244558155537","","",""
"221","0.0035334969870746136","0.0035334969870746136","0.0035334969870746136","","",""
"223","0.004295311868190765","0.004295311868190765","0.004295311868190765","","",""
"226","0.003966030664741993","0.003966030664741993","0.003966030664741993","","",""
"229","0.00366268795914948","0.00366268795914948","0.00366268795914948","","",""
"231","0.0042272224090993404","0.0042272224090993404","0.0042272224090993404","","",""
"232","0.0030999064911156893","0.0030999064911156893","0.0030999064911156893","","",""
"235","0.004823894705623388","0.004823894705623388","0.004823894705623388","","",""
"236","0.004152722656726837","0.004152722656726837","0.004152722656726837","","",""
"238","0.004484386648982763","0.004484386648982763","0.004484386648982763","","",""
"241","0.003788233967497945","0.003788233967497945","0.003788233967497945","","",""
"242","0.004217898938804865","0.004217898938804865","0.004217898938804865","","",""
"243","0.003989208955317736","0.003989208955317736","0.003989208955317736","","",""
"246","0.0040396288968622684","0.0040396288968622684","0.0040396288968622684","","",""
"248","0.003688439726829529","0.003688439726829529","0.003688439726829529","","",""
"253","0.0032831549178808928","0.0032831549178808928","0.0032831549178808928","","",""
"254","0.004190495703369379","0.004190495703369379","0.004190495703369379","","",""
"255","0.0038826039526611567","0.0038826039526611567","0.0038826039526611567","","",""
"257","0.004538262728601694","0.004538262728601694","0.004538262728601694","","",""
"259","0.003630820196121931","0.003630820196121931","0.003630820196121931","","",""
"260","0.003796699456870556","0.003796699456870556","0.003796699456870556","","",""
"262","0.0038193282671272755","0.0038193282671272755","0.0038193282671272755","","",""
"263","0.0031789036002010107","0.0031789036002010107","0.0031789036002010107","","",""
"268","0.0033889461774379015","0.0033889461774379015","0.0033889461774379015","","",""
"271","0.003051623934879899","0.003051623934879899","0.003051623934879899","","",""
"275","0.003136820625513792","0.003136820625513792","0.003136820625513792","","",""
"280","0.003228144021704793","0.003228144021704793","0.003228144021704793","","",""
"283","0.0035653249360620975","0.0035653249360620975","0.0035653249360620975","","",""
"285","0.003195366356521845","0.003195366356521845","0.003195366356521845","","",""
"287","0.0029607743490487337","0.0029607743490487337","0.0029607743490487337","","",""
"288","0.0029413148295134306","0.0029413148295134306","0.0029413148295134306","","",""
"290","0.003214725526049733","0.003214725526049733","0.003214725526049733","","",""
"292","0.0026033464819192886","0.0026033464819192886","0.0026033464819192886","","",""
"296","0.0025747637264430523","0.0025747637264430523","0.0025747637264430523","","",""
"298","0.0029226629994809628","0.0029226629994809628","0.0029226629994809628","","",""
"299","0.003629633691161871","0.003629633691161871","0.003629633691161871","","",""
"300","","","","0.002866344293579459","0.002866344293579459","0.002866344293579459"
"304","0.003004855941981077","0.003004855941981077","0.003004855941981077","","",""
"306","0.0029700538143515587","0.0029700538143515587","0.0029700538143515587","","",""
"307","0.002423787023872137","0.002423787023872137","0.002423787023872137","","",""
"310","0.0026154916267842054","0.0026154916267842054","0.0026154916267842054","","",""
"311","0.00245268433354795","0.00245268433354795","0.00245268433354795","","",""
"314","0.002664855681359768","0.002664855681359768","0.002664855681359768","","",""
"315","0.002649081638082862","0.002649081638082862","0.002649081638082862","","",""
"317","0.0025329000782221556","0.0025329000782221556","0.0025329000782221556","","",""
"318","0.002747856779024005","0.002747856779024005","0.002747856779024005","","",""
"319","0.003154184203594923","0.003154184203594923","0.003154184203594923","","",""
"322","0.0025787882041186094","0.0025787882041186094","0.0025787882041186094","","",""
"323","0.002432569395750761","0.002432569395750761","0.002432569395750761","","",""
"325","0.0026405402459204197","0.0026405402459204197","0.0026405402459204197","","",""
"327","0.0022074514999985695","0.0022074514999985695","0.0022074514999985695","","",""
"328","0.002455339301377535","0.002455339301377535","0.002455339301377535","","",""
"330","0.0027795671485364437","0.0027795671485364437","0.0027795671485364437","","",""
"333","0.0024816272780299187","0.0024816272780299187","0.0024816272780299187","","",""
"334","0.0023420448414981365","0.0023420448414981365","0.0023420448414981365","","",""
"336","0.0027398031670600176","0.0027398031670600176","0.0027398031670600176","","",""
"337","0.0023653104435652494","0.0023653104435652494","0.0023653104435652494","","",""
"339","0.0020423324313014746","0.0020423324313014746","0.0020423324313014746","","",""
"340","0.0028697142843157053","0.0028697142843157053","0.0028697142843157053","","",""
"345","0.0020911749452352524","0.0020911749452352524","0.0020911749452352524","","",""
"346","0.0021077075507491827","0.0021077075507491827","0.0021077075507491827","","",""
"349","0.0023169859778136015","0.0023169859778136015","0.0023169859778136015","","",""
"350","0.0021073620300740004","0.0021073620300740004","0.0021073620300740004","","",""
"352","0.002017271937802434","0.002017271937802434","0.002017271937802434","","",""
"354","0.0018674295861274004","0.0018674295861274004","0.0018674295861274004","","",""
"355","0.002099071629345417","0.002099071629345417","0.002099071629345417","","",""
"356","0.002984702354297042","0.002984702354297042","0.002984702354297042","","",""
"358","0.0020263318438082933","0.0020263318438082933","0.0020263318438082933","","",""
"361","0.0021733033936470747","0.0021733033936470747","0.0021733033936470747","","",""
"364","0.0027303786482661963","0.0027303786482661963","0.0027303786482661963","","",""
"365","0.002237047767266631","0.002237047767266631","0.002237047767266631","","",""
"370","0.0021077641285955906","0.0021077641285955906","0.0021077641285955906","","",""
"377","0.001925869844853878","0.001925869844853878","0.001925869844853878","","",""
"378","0.002140041906386614","0.002140041906386614","0.002140041906386614","","",""
"383","0.002002233173698187","0.002002233173698187","0.002002233173698187","","",""
"384","0.0020995568484067917","0.0020995568484067917","0.0020995568484067917","","",""
"387","0.0016652873018756509","0.0016652873018756509","0.0016652873018756509","","",""
"395","0.002080180449411273","0.002080180449411273","0.002080180449411273","","",""
"396","0.0022891550324857235","0.0022891550324857235","0.0022891550324857235","","",""
"400","0.0019852598197758198","0.0019852598197758198","0.0019852598197758198","0.0019410945242270827","0.0019410945242270827","0.0019410945242270827"
"405","0.0019189540762454271","0.0019189540762454271","0.0019189540762454271","","",""
"409","0.0021831151098012924","0.0021831151098012924","0.0021831151098012924","","",""
"410","0.00213403208181262","0.00213403208181262","0.00213403208181262","","",""
"412","0.001693918602541089","0.001693918602541089","0.001693918602541089","","",""
"413","0.001939956215210259","0.001939956215210259","0.001939956215210259","","",""
"414","0.002019339706748724","0.002019339706748724","0.002019339706748724","","",""
"417","0.001664468552917242","0.001664468552917242","0.001664468552917242","","",""
"419","0.0019146960694342852","0.0019146960694342852","0.0019146960694342852","","",""
"420","0.0015609828988090158","0.0015609828988090158","0.0015609828988090158","","",""
"421","0.0016925014788284898","0.0016925014788284898","0.0016925014788284898","","",""
"423","0.001715109683573246","0.001715109683573246","0.001715109683573246","","",""
"425","0.0017267290968447924","0.0017267290968447924","0.0017267290968447924","","",""
"426","0.0016738456906750798","0.0016738456906750798","0.0016738456906750798","","",""
"429","0.0018047743942588568","0.0018047743942588568","0.0018047743942588568","","",""
"432","0.0017136599635705352","0.0017136599635705352","0.0017136599635705352","","",""
"434","0.0017068294109776616","0.0017068294109776616","0.0017068294109776616","","",""
"436","0.001834268681704998","0.001834268681704998","0.001834268681704998","","",""
"437","0.0016742391744628549","0.0016742391744628549","0.0016742391744628549","","",""
"438","0.00211843429133296","0.00211843429133296","0.00211843429133296","","",""
"439","0.0019520040368661284","0.0019520040368661284","0.0019520040368661284","","",""
"440","0.0018291877349838614","0.0018291877349838614","0.0018291877349838614","","",""
"441","0.0018796514486894011","0.0018796514486894011","0.0018796514486894011","","",""
"442","0.0015594438882544637","0.0015594438882544637","0.0015594438882544637","","",""
"444","0.0016178839141502976","0.0016178839141502976","0.0016178839141502976","","",""
"445","0.001966379815712571","0.001966379815712571","0.001966379815712571","","",""
"448","0.0016270007472485304","0.0016270007472485304","0.0016270007472485304","","",""
"449","0.0014620570000261068","0.0014620570000261068","0.0014620570000261068","","",""
"450","0.0017925876891240478","0.0017925876891240478","0.0017925876891240478","","",""
"453","0.0014151061186566949","0.0014151061186566949","0.0014151061186566949","","",""
"454","0.0015700373332947493","0.0015700373332947493","0.0015700373332947493","","",""
"455","0.0022362018935382366","0.0022362018935382366","0.0022362018935382366","","",""
"456","0.0016591573366895318","0.0016591573366895318","0.0016591573366895318","","",""
"458","0.0020986516028642654","0.0020986516028642654","0.0020986516028642654","","",""
"461","0.0018012378131970763","0.0018012378131970763","0.0018012378131970763","","",""
"462","0.0015720644732937217","0.0015720644732937217","0.0015720644732937217","","",""
"463","0.0017665780615061522","0.0017665780615061522","0.0017665780615061522","","",""
"464","0.0016346549382433295","0.0016346549382433295","0.0016346549382433295","","",""
"465","0.0016690947813913226","0.0016690947813913226","0.0016690947813913226","","",""
"467","0.0016462741186842322","0.0016462741186842322","0.0016462741186842322","","",""
"471","0.0013840518658980727","0.0013840518658980727","0.0013840518658980727","","",""
"475","0.0018439858686178923","0.0018439858686178923","0.0018439858686178923","","",""
"478","0.0015951727982610464","0.0015951727982610464","0.0015951727982610464","","",""
"479","0.0015788653399795294","0.0015788653399795294","0.0015788653399795294","","",""
"482","0.0014272857224568725","0.0014272857224568725","0.0014272857224568725","","",""
"485","0.0013440317707136273","0.0013440317707136273","0.0013440317707136273","","",""
"488","0.001423830515705049","0.001423830515705049","0.001423830515705049","","",""
"492","0.0015401779673993587","0.0015401779673993587","0.0015401779673993587","","",""
"493","0.0013559347717091441","0.0013559347717091441","0.0013559347717091441","","",""
"494","0.0015353990020230412","0.0015353990020230412","0.0015353990020230412","","",""
"495","0.00150138174649328","0.00150138174649328","0.00150138174649328","","",""
"496","0.0012686776462942362","0.0012686776462942362","0.0012686776462942362","","",""
"500","0.0013755387626588345","0.0013755387626588345","0.0013755387626588345","0.0014617959968745708","0.0014617959968745708","0.0014617959968745708"
"501","0.001476047094911337","0.001476047094911337","0.001476047094911337","","",""
"502","0.0015572264092043042","0.0015572264092043042","0.0015572264092043042","","",""
"505","0.0017138124676421285","0.0017138124676421285","0.0017138124676421285","","",""
"507","0.0016934998566284776","0.0016934998566284776","0.0016934998566284776","","",""
"510","0.00237288442440331","0.00237288442440331","0.00237288442440331","","",""
"514","0.0011978738475590944","0.0011978738475590944","0.0011978738475590944","","",""
"515","0.0015408102190122008","0.0015408102190122008","0.0015408102190122008","","",""
"517","0.0014104212168604136","0.0014104212168604136","0.0014104212168604136","","",""
"518","0.0014682806795462966","0.0014682806795462966","0.0014682806795462966","","",""
"519","0.0012498360592871904","0.0012498360592871904","0.0012498360592871904","","",""
"520","0.0015330645255744457","0.0015330645255744457","0.0015330645255744457","","",""
"521","0.0015554253477603197","0.0015554253477603197","0.0015554253477603197","","",""
"524","0.0018439185805618763","0.0018439185805618763","0.0018439185805618763","","",""
"526","0.0020025575067847967","0.0020025575067847967","0.0020025575067847967","","",""
"528","0.0014527979074046016","0.0014527979074046016","0.0014527979074046016","","",""
"530","0.001568084699101746","0.001568084699101746","0.001568084699101746","","",""
"531","0.0011984689626842737","0.0011984689626842737","0.0011984689626842737","","",""
"532","0.001767976675182581","0.001767976675182581","0.001767976675182581","","",""
"534","0.001253599300980568","0.001253599300980568","0.001253599300980568","","",""
"535","0.0017543354770168662","0.0017543354770168662","0.0017543354770168662","","",""
"536","0.0012857451802119613","0.0012857451802119613","0.0012857451802119613","","",""
"537","0.0018200468039140105","0.0018200468039140105","0.0018200468039140105","","",""
"539","0.00123140262439847","0.00123140262439847","0.00123140262439847","","",""
"540","0.0015097700525075197","0.0015097700525075197","0.0015097700525075197","","",""
"544","0.001441574888303876","0.001441574888303876","0.001441574888303876","","",""
"548","0.001340213930234313","0.001340213930234313","0.001340213930234313","","",""
"553","0.0014382641529664397","0.0014382641529664397","0.0014382641529664397","","",""
"555","0.0014276481233537197","0.0014276481233537197","0.0014276481233537197","","",""
"557","0.00124509003944695","0.00124509003944695","0.00124509003944695","","",""
"558","0.0012261950178071856","0.0012261950178071856","0.0012261950178071856","","",""
"559","0.0014602745650336146","0.0014602745650336146","0.0014602745650336146","","",""
"560","0.0010303838644176722","0.0010303838644176722","0.0010303838644176722","","",""
"563","0.0011404171818867326","0.0011404171818867326","0.0011404171818867326","","",""
"565","0.0011448301374912262","0.0011448301374912262","0.0011448301374912262","","",""
"569","0.001665502437390387","0.001665502437390387","0.001665502437390387","","",""
"570","0.0011942493729293346","0.0011942493729293346","0.0011942493729293346","","",""
"573","0.0013281290885061026","0.0013281290885061026","0.0013281290885061026","","",""
"575","0.0010083175729960203","0.0010083175729960203","0.0010083175729960203","","",""
"576","0.0012331169564276934","0.0012331169564276934","0.0012331169564276934","","",""
"577","0.0013331545051187277","0.0013331545051187277","0.0013331545051187277","","",""
"580","0.001617830595932901","0.001617830595932901","0.001617830595932901","","",""
"581","0.001487628323957324","0.001487628323957324","0.001487628323957324","","",""
"582","0.0012324543204158545","0.0012324543204158545","0.0012324543204158545","","",""
"584","0.0014727419475093484","0.0014727419475093484","0.0014727419475093484","","",""
"585","0.0010801610769703984","0.0010801610769703984","0.0010801610769703984","","",""
"586","0.0012708150316029787","0.0012708150316029787","0.0012708150316029787","","",""
"588","0.0012800621334463358","0.0012800621334463358","0.0012800621334463358","","",""
"589","0.0010034958831965923","0.0010034958831965923","0.0010034958831965923","","",""
"590","0.0011765228118747473","0.0011765228118747473","0.0011765228118747473","","",""
"591","0.0011726641096174717","0.0011726641096174717","0.0011726641096174717","","",""
"594","0.0009655841276980937","0.0009655841276980937","0.0009655841276980937","","",""
"596","0.0011700661852955818","0.0011700661852955818","0.0011700661852955818","","",""
"597","0.0012917282292619348","0.0012917282292619348","0.0012917282292619348","","",""
"599","0.001091329613700509","0.001091329613700509","0.001091329613700509","","",""
"600","0.0011967136524617672","0.0011967136524617672","0.0011967136524617672","0.0012405089801177382","0.0012405089801177382","0.0012405089801177382"
"601","0.0017206243937835097","0.0017206243937835097","0.0017206243937835097","","",""
"603","0.0018085287883877754","0.0018085287883877754","0.0018085287883877754","","",""
"604","0.0015332025941461325","0.0015332025941461325","0.0015332025941461325","","",""
"605","0.0013665825827047229","0.0013665825827047229","0.0013665825827047229","","",""
"608","0.0012852083891630173","0.0012852083891630173","0.0012852083891630173","","",""
"610","0.0013176155043765903","0.0013176155043765903","0.0013176155043765903","","",""
"612","0.0011498065432533622","0.0011498065432533622","0.0011498065432533622","","",""
"613","0.001108746975660324","0.001108746975660324","0.001108746975660324","","",""
"614","0.001361988135613501","0.001361988135613501","0.001361988135613501","","",""
"615","0.0013388906372711062","0.0013388906372711062","0.0013388906372711062","","",""
"617","0.0013865199871361256","0.0013865199871361256","0.0013865199871361256","","",""
"618","0.00128914974629879","0.00128914974629879","0.00128914974629879","","",""
"620","0.0012045963667333126","0.0012045963667333126","0.0012045963667333126","","",""
"622","0.0010891713900491595","0.0010891713900491595","0.0010891713900491595","","",""
"623","0.0016744369640946388","0.0016744369640946388","0.0016744369640946388","","",""
"624","0.0010996119817718863","0.0010996119817718863","0.0010996119817718863","","",""
"625","0.0013941217912361026","0.0013941217912361026","0.0013941217912361026","","",""
"633","0.0012076894054189324","0.0012076894054189324","0.0012076894054189324","","",""
"635","0.001130290562286973","0.001130290562286973","0.001130290562286973","","",""
"636","0.0012582142371684313","0.0012582142371684313","0.0012582142371684313","","",""
"637","0.0010041630594059825","0.0010041630594059825","0.0010041630594059825","","",""
"639","0.001099981484003365","0.001099981484003365","0.001099981484003365","","",""
"640","0.0011821468360722065","0.0011821468360722065","0.0011821468360722065","","",""
"642","0.0012719947844743729","0.0012719947844743729","0.0012719947844743729","","",""
"643","0.001153112854808569","0.001153112854808569","0.001153112854808569","","",""
"647","0.0011466874275356531","0.0011466874275356531","0.0011466874275356531","","",""
"648","0.001308488310314715","0.001308488310314715","0.001308488310314715","","",""
"649","0.0010328799253329635","0.0010328799253329635","0.0010328799253329635","","",""
"650","0.0012886316981166601","0.0012886316981166601","0.0012886316981166601","","",""
"651","0.0013222311390563846","0.0013222311390563846","0.0013222311390563846","","",""
"652","0.0013169163139536977","0.0013169163139536977","0.0013169163139536977","","",""
"653","0.0014643805334344506","0.0014643805334344506","0.0014643805334344506","","",""
"654","0.0012044558534398675","0.0012044558534398675","0.0012044558534398675","","",""
"655","0.0013445006916299462","0.0013445006916299462","0.0013445006916299462","","",""
"656","0.0013166440185159445","0.0013166440185159445","0.0013166440185159445","","",""
"657","0.001044222037307918","0.001044222037307918","0.001044222037307918","","",""
"659","0.0012771023903042078","0.0012771023903042078","0.0012771023903042078","","",""
"664","0.001295585883781314","0.001295585883781314","0.001295585883781314","","",""
"668","0.0011624256148934364","0.0011624256148934364","0.0011624256148934364","","",""
"670","0.0010011313715949655","0.0010011313715949655","0.0010011313715949655","","",""
"671","0.0010705586755648255","0.0010705586755648255","0.0010705586755648255","","",""
"672","0.0010608501033857465","0.0010608501033857465","0.0010608501033857465","","",""
"673","0.0009597149328328669","0.0009597149328328669","0.0009597149328328669","","",""
"675","0.0012380662374198437","0.0012380662374198437","0.0012380662374198437","","",""
"676","0.0010514818131923676","0.0010514818131923676","0.0010514818131923676","","",""
"678","0.0009400029666721821","0.0009400029666721821","0.0009400029666721821","","",""
"679","0.0010325240436941385","0.0010325240436941385","0.0010325240436941385","","",""
"683","0.0012040786677971482","0.0012040786677971482","0.0012040786677971482","","",""
"685","0.0011035982752218843","0.0011035982752218843","0.0011035982752218843","","",""
"689","0.0009434593375772238","0.0009434593375772238","0.0009434593375772238","","",""
"690","0.001184463850222528","0.001184463850222528","0.001184463850222528","","",""
"693","0.0011329672997817397","0.0011329672997817397","0.0011329672997817397","","",""
"695","0.0011165442410856485","0.0011165442410856485","0.0011165442410856485","","",""
"696","0.0011466513387858868","0.0011466513387858868","0.0011466513387858868","","",""
"698","0.0010785467457026243","0.0010785467457026243","0.0010785467457026243","","",""
"699","0.0012266789563000202","0.0012266789563000202","0.0012266789563000202","","",""
"700","0.0012188663240522146","0.0012188663240522146","0.0012188663240522146","0.0010808053193613887","0.0010808053193613887","0.0010808053193613887"
"701","0.0010075066238641739","0.0010075066238641739","0.0010075066238641739","","",""
"703","0.0011784732341766357","0.0011784732341766357","0.0011784732341766357","","",""
"704","0.001290821935981512","0.001290821935981512","0.001290821935981512","","",""
"706","0.001118839019909501","0.001118839019909501","0.001118839019909501","","",""
"707","0.001017593196593225","0.001017593196593225","0.001017593196593225","","",""
"711","0.0009329493041150272","0.0009329493041150272","0.0009329493041150272","","",""
"713","0.0011032186448574066","0.0011032186448574066","0.0011032186448574066","","",""
"715","0.0010716228280216455","0.0010716228280216455","0.0010716228280216455","","",""
"721","0.0010317061096429825","0.0010317061096429825","0.0010317061096429825","","",""
"722","0.0013092414010316133","0.0013092414010316133","0.0013092414010316133","","",""
"725","0.001662690774537623","0.001662690774537623","0.001662690774537623","","",""
"726","0.0014849875587970018","0.0014849875587970018","0.0014849875587970018","","",""
"731","0.0011172008235007524","0.0011172008235007524","0.0011172008235007524","","",""
"732","0.0010305108735337853","0.0010305108735337853","0.0010305108735337853","","",""
"734","0.0010862003546208143","0.0010862003546208143","0.0010862003546208143","","",""
"736","0.0011087715392932296","0.0011087715392932296","0.0011087715392932296","","",""
"738","0.000894269032869488","0.000894269032869488","0.000894269032869488","","",""
