"Step","cube-single-play-singletask-task2-v0_multistep - train/loss","cube-single-play-singletask-task2-v0_multistep - train/loss__MIN","cube-single-play-singletask-task2-v0_multistep - train/loss__MAX","cube-single-play-singletask-task2-v0_multistep - val/loss","cube-single-play-singletask-task2-v0_multistep - val/loss__MIN","cube-single-play-singletask-task2-v0_multistep - val/loss__MAX"
"106","2.237424612045288","2.237424612045288","2.237424612045288","","",""
"107","2.171355724334717","2.171355724334717","2.171355724334717","","",""
"112","1.9874813556671143","1.9874813556671143","1.9874813556671143","","",""
"113","1.940752387046814","1.940752387046814","1.940752387046814","","",""
"114","1.8932267427444458","1.8932267427444458","1.8932267427444458","","",""
"115","1.872085690498352","1.872085690498352","1.872085690498352","","",""
"116","1.913042664527893","1.913042664527893","1.913042664527893","","",""
"117","1.8795944452285767","1.8795944452285767","1.8795944452285767","","",""
"118","1.9097448587417603","1.9097448587417603","1.9097448587417603","","",""
"120","1.886052131652832","1.886052131652832","1.886052131652832","","",""
"121","1.8389478921890259","1.8389478921890259","1.8389478921890259","","",""
"123","1.8429514169692993","1.8429514169692993","1.8429514169692993","","",""
"124","1.8629066944122314","1.8629066944122314","1.8629066944122314","","",""
"125","1.8601709604263306","1.8601709604263306","1.8601709604263306","","",""
"128","1.803454041481018","1.803454041481018","1.803454041481018","","",""
"129","1.849303960800171","1.849303960800171","1.849303960800171","","",""
"130","1.8407691717147827","1.8407691717147827","1.8407691717147827","","",""
"138","1.804779052734375","1.804779052734375","1.804779052734375","","",""
"139","1.8089605569839478","1.8089605569839478","1.8089605569839478","","",""
"141","1.7789779901504517","1.7789779901504517","1.7789779901504517","","",""
"142","1.759250283241272","1.759250283241272","1.759250283241272","","",""
"143","1.7272688150405884","1.7272688150405884","1.7272688150405884","","",""
"145","1.7343274354934692","1.7343274354934692","1.7343274354934692","","",""
"147","1.7462949752807617","1.7462949752807617","1.7462949752807617","","",""
"149","1.7329652309417725","1.7329652309417725","1.7329652309417725","","",""
"154","1.7310858964920044","1.7310858964920044","1.7310858964920044","","",""
"155","1.7395929098129272","1.7395929098129272","1.7395929098129272","","",""
"156","1.770801067352295","1.770801067352295","1.770801067352295","","",""
"158","1.671318531036377","1.671318531036377","1.671318531036377","","",""
"161","1.695369839668274","1.695369839668274","1.695369839668274","","",""
"162","1.7388091087341309","1.7388091087341309","1.7388091087341309","","",""
"165","1.6894822120666504","1.6894822120666504","1.6894822120666504","","",""
"167","1.6540195941925049","1.6540195941925049","1.6540195941925049","","",""
"169","1.705716609954834","1.705716609954834","1.705716609954834","","",""
"170","1.6709734201431274","1.6709734201431274","1.6709734201431274","","",""
"172","1.6359628438949585","1.6359628438949585","1.6359628438949585","","",""
"175","1.6342283487319946","1.6342283487319946","1.6342283487319946","","",""
"177","1.6130540370941162","1.6130540370941162","1.6130540370941162","","",""
"181","1.558464765548706","1.558464765548706","1.558464765548706","","",""
"188","1.5239027738571167","1.5239027738571167","1.5239027738571167","","",""
"190","1.6414486169815063","1.6414486169815063","1.6414486169815063","","",""
"191","1.5741411447525024","1.5741411447525024","1.5741411447525024","","",""
"193","1.6594645977020264","1.6594645977020264","1.6594645977020264","","",""
"197","1.714880108833313","1.714880108833313","1.714880108833313","","",""
"200","1.5697237253189087","1.5697237253189087","1.5697237253189087","1.5800740718841553","1.5800740718841553","1.5800740718841553"
"203","1.5798285007476807","1.5798285007476807","1.5798285007476807","","",""
"204","1.6437667608261108","1.6437667608261108","1.6437667608261108","","",""
"206","1.6664565801620483","1.6664565801620483","1.6664565801620483","","",""
"209","1.6275731325149536","1.6275731325149536","1.6275731325149536","","",""
"210","1.5810596942901611","1.5810596942901611","1.5810596942901611","","",""
"213","1.6229262351989746","1.6229262351989746","1.6229262351989746","","",""
"214","1.6460261344909668","1.6460261344909668","1.6460261344909668","","",""
"215","1.7055649757385254","1.7055649757385254","1.7055649757385254","","",""
"218","1.7334028482437134","1.7334028482437134","1.7334028482437134","","",""
"220","1.743510365486145","1.743510365486145","1.743510365486145","","",""
"221","1.8534895181655884","1.8534895181655884","1.8534895181655884","","",""
"223","2.2882626056671143","2.2882626056671143","2.2882626056671143","","",""
"227","2.319035291671753","2.319035291671753","2.319035291671753","","",""
"229","2.1166484355926514","2.1166484355926514","2.1166484355926514","","",""
"231","1.9835864305496216","1.9835864305496216","1.9835864305496216","","",""
"232","1.9255887269973755","1.9255887269973755","1.9255887269973755","","",""
"233","1.99245023727417","1.99245023727417","1.99245023727417","","",""
"235","2.348670721054077","2.348670721054077","2.348670721054077","","",""
"239","2.3829987049102783","2.3829987049102783","2.3829987049102783","","",""
"240","2.755518674850464","2.755518674850464","2.755518674850464","","",""
"241","3.048785448074341","3.048785448074341","3.048785448074341","","",""
"242","3.4369938373565674","3.4369938373565674","3.4369938373565674","","",""
"243","3.3457250595092773","3.3457250595092773","3.3457250595092773","","",""
"244","3.346733808517456","3.346733808517456","3.346733808517456","","",""
"245","2.9815244674682617","2.9815244674682617","2.9815244674682617","","",""
"250","1.786273717880249","1.786273717880249","1.786273717880249","","",""
"258","1.7141059637069702","1.7141059637069702","1.7141059637069702","","",""
"259","1.892152190208435","1.892152190208435","1.892152190208435","","",""
"260","2.0781307220458984","2.0781307220458984","2.0781307220458984","","",""
"261","2.202455520629883","2.202455520629883","2.202455520629883","","",""
"263","2.1804685592651367","2.1804685592651367","2.1804685592651367","","",""
"265","2.071981906890869","2.071981906890869","2.071981906890869","","",""
"266","2.1102123260498047","2.1102123260498047","2.1102123260498047","","",""
"270","1.81392240524292","1.81392240524292","1.81392240524292","","",""
"271","1.7125170230865479","1.7125170230865479","1.7125170230865479","","",""
"273","1.6193382740020752","1.6193382740020752","1.6193382740020752","","",""
"275","1.6029874086380005","1.6029874086380005","1.6029874086380005","","",""
"277","1.7688897848129272","1.7688897848129272","1.7688897848129272","","",""
"278","1.7988559007644653","1.7988559007644653","1.7988559007644653","","",""
"279","1.8108657598495483","1.8108657598495483","1.8108657598495483","","",""
"282","2.0178916454315186","2.0178916454315186","2.0178916454315186","","",""
"283","2.020350217819214","2.020350217819214","2.020350217819214","","",""
"287","1.543485403060913","1.543485403060913","1.543485403060913","","",""
"290","1.5528072118759155","1.5528072118759155","1.5528072118759155","","",""
"293","1.4704958200454712","1.4704958200454712","1.4704958200454712","","",""
"298","1.3759726285934448","1.3759726285934448","1.3759726285934448","","",""
"299","1.3613492250442505","1.3613492250442505","1.3613492250442505","","",""
"300","1.3243043422698975","1.3243043422698975","1.3243043422698975","1.3365622758865356","1.3365622758865356","1.3365622758865356"
"305","1.28343665599823","1.28343665599823","1.28343665599823","","",""
"306","1.286861777305603","1.286861777305603","1.286861777305603","","",""
"308","1.264186143875122","1.264186143875122","1.264186143875122","","",""
"309","1.2775352001190186","1.2775352001190186","1.2775352001190186","","",""
"312","1.2769815921783447","1.2769815921783447","1.2769815921783447","","",""
"316","1.2442142963409424","1.2442142963409424","1.2442142963409424","","",""
"317","1.2396414279937744","1.2396414279937744","1.2396414279937744","","",""
"320","1.2199516296386719","1.2199516296386719","1.2199516296386719","","",""
"322","1.1951881647109985","1.1951881647109985","1.1951881647109985","","",""
"324","1.17425537109375","1.17425537109375","1.17425537109375","","",""
"332","1.494313359260559","1.494313359260559","1.494313359260559","","",""
"336","1.6444543600082397","1.6444543600082397","1.6444543600082397","","",""
"338","1.5761334896087646","1.5761334896087646","1.5761334896087646","","",""
"340","1.564863920211792","1.564863920211792","1.564863920211792","","",""
"341","1.5429108142852783","1.5429108142852783","1.5429108142852783","","",""
"343","1.4746317863464355","1.4746317863464355","1.4746317863464355","","",""
"345","1.4353996515274048","1.4353996515274048","1.4353996515274048","","",""
"347","1.3778561353683472","1.3778561353683472","1.3778561353683472","","",""
"350","1.3441115617752075","1.3441115617752075","1.3441115617752075","","",""
"353","1.3648837804794312","1.3648837804794312","1.3648837804794312","","",""
"354","1.3996964693069458","1.3996964693069458","1.3996964693069458","","",""
"358","1.4776581525802612","1.4776581525802612","1.4776581525802612","","",""
"359","1.4349322319030762","1.4349322319030762","1.4349322319030762","","",""
"362","1.3880265951156616","1.3880265951156616","1.3880265951156616","","",""
"367","1.3474934101104736","1.3474934101104736","1.3474934101104736","","",""
"368","1.3708698749542236","1.3708698749542236","1.3708698749542236","","",""
"370","1.3117821216583252","1.3117821216583252","1.3117821216583252","","",""
"371","1.3198204040527344","1.3198204040527344","1.3198204040527344","","",""
"374","1.261420488357544","1.261420488357544","1.261420488357544","","",""
"376","1.3077868223190308","1.3077868223190308","1.3077868223190308","","",""
"385","1.3305985927581787","1.3305985927581787","1.3305985927581787","","",""
"386","1.3766812086105347","1.3766812086105347","1.3766812086105347","","",""
"387","1.4091222286224365","1.4091222286224365","1.4091222286224365","","",""
"389","1.3218801021575928","1.3218801021575928","1.3218801021575928","","",""
"390","1.3027762174606323","1.3027762174606323","1.3027762174606323","","",""
"393","1.2551941871643066","1.2551941871643066","1.2551941871643066","","",""
"394","1.2652918100357056","1.2652918100357056","1.2652918100357056","","",""
"396","1.2607096433639526","1.2607096433639526","1.2607096433639526","","",""
"398","1.2298380136489868","1.2298380136489868","1.2298380136489868","","",""
"399","1.2491984367370605","1.2491984367370605","1.2491984367370605","","",""
"400","","","","1.226864218711853","1.226864218711853","1.226864218711853"
"407","1.5277212858200073","1.5277212858200073","1.5277212858200073","","",""
"408","1.5985504388809204","1.5985504388809204","1.5985504388809204","","",""
"409","1.6058636903762817","1.6058636903762817","1.6058636903762817","","",""
"410","1.582257628440857","1.582257628440857","1.582257628440857","","",""
"412","1.5554989576339722","1.5554989576339722","1.5554989576339722","","",""
"413","1.5436567068099976","1.5436567068099976","1.5436567068099976","","",""
"416","1.4118075370788574","1.4118075370788574","1.4118075370788574","","",""
"418","1.3678357601165771","1.3678357601165771","1.3678357601165771","","",""
"422","1.3388714790344238","1.3388714790344238","1.3388714790344238","","",""
"423","1.339976191520691","1.339976191520691","1.339976191520691","","",""
"424","1.2739781141281128","1.2739781141281128","1.2739781141281128","","",""
"426","1.295898199081421","1.295898199081421","1.295898199081421","","",""
"427","1.2824769020080566","1.2824769020080566","1.2824769020080566","","",""
"428","1.247479796409607","1.247479796409607","1.247479796409607","","",""
"429","1.2398899793624878","1.2398899793624878","1.2398899793624878","","",""
"430","1.2367134094238281","1.2367134094238281","1.2367134094238281","","",""
"432","1.2123136520385742","1.2123136520385742","1.2123136520385742","","",""
"435","1.1973628997802734","1.1973628997802734","1.1973628997802734","","",""
"439","1.1460697650909424","1.1460697650909424","1.1460697650909424","","",""
"440","1.1712355613708496","1.1712355613708496","1.1712355613708496","","",""
"441","1.1409133672714233","1.1409133672714233","1.1409133672714233","","",""
"444","1.1493042707443237","1.1493042707443237","1.1493042707443237","","",""
"445","1.1159075498580933","1.1159075498580933","1.1159075498580933","","",""
"446","1.1393179893493652","1.1393179893493652","1.1393179893493652","","",""
"447","1.107669472694397","1.107669472694397","1.107669472694397","","",""
"449","1.1128146648406982","1.1128146648406982","1.1128146648406982","","",""
"450","1.1197518110275269","1.1197518110275269","1.1197518110275269","","",""
"453","1.08790922164917","1.08790922164917","1.08790922164917","","",""
"454","1.1081990003585815","1.1081990003585815","1.1081990003585815","","",""
"455","1.0851819515228271","1.0851819515228271","1.0851819515228271","","",""
"458","1.1149625778198242","1.1149625778198242","1.1149625778198242","","",""
"459","1.066746711730957","1.066746711730957","1.066746711730957","","",""
"460","1.0769718885421753","1.0769718885421753","1.0769718885421753","","",""
"462","1.0745115280151367","1.0745115280151367","1.0745115280151367","","",""
"467","1.0398647785186768","1.0398647785186768","1.0398647785186768","","",""
"468","1.0527937412261963","1.0527937412261963","1.0527937412261963","","",""
"469","1.0589553117752075","1.0589553117752075","1.0589553117752075","","",""
"470","1.033883810043335","1.033883810043335","1.033883810043335","","",""
"471","1.030061960220337","1.030061960220337","1.030061960220337","","",""
"472","1.0394392013549805","1.0394392013549805","1.0394392013549805","","",""
"475","1.040300965309143","1.040300965309143","1.040300965309143","","",""
"477","1.0389831066131592","1.0389831066131592","1.0389831066131592","","",""
"478","1.0320059061050415","1.0320059061050415","1.0320059061050415","","",""
"479","1.0288898944854736","1.0288898944854736","1.0288898944854736","","",""
"480","1.0238289833068848","1.0238289833068848","1.0238289833068848","","",""
"481","1.0392286777496338","1.0392286777496338","1.0392286777496338","","",""
"482","1.0248841047286987","1.0248841047286987","1.0248841047286987","","",""
"483","1.0313135385513306","1.0313135385513306","1.0313135385513306","","",""
"485","0.9974961280822754","0.9974961280822754","0.9974961280822754","","",""
"486","1.01671302318573","1.01671302318573","1.01671302318573","","",""
"487","1.0079227685928345","1.0079227685928345","1.0079227685928345","","",""
"489","1.006850242614746","1.006850242614746","1.006850242614746","","",""
"490","1.0177602767944336","1.0177602767944336","1.0177602767944336","","",""
"491","0.9969171285629272","0.9969171285629272","0.9969171285629272","","",""
"492","1.0263850688934326","1.0263850688934326","1.0263850688934326","","",""
"494","0.9813275933265686","0.9813275933265686","0.9813275933265686","","",""
"496","0.995978593826294","0.995978593826294","0.995978593826294","","",""
"497","0.9833083152770996","0.9833083152770996","0.9833083152770996","","",""
"499","0.9677693843841553","0.9677693843841553","0.9677693843841553","","",""
"500","","","","0.9802838563919067","0.9802838563919067","0.9802838563919067"
"503","0.9900056719779968","0.9900056719779968","0.9900056719779968","","",""
"504","1.0003738403320312","1.0003738403320312","1.0003738403320312","","",""
"507","0.9788933396339417","0.9788933396339417","0.9788933396339417","","",""
"509","0.9605518579483032","0.9605518579483032","0.9605518579483032","","",""
"510","0.995185911655426","0.995185911655426","0.995185911655426","","",""
"512","0.9547604322433472","0.9547604322433472","0.9547604322433472","","",""
"514","0.9664919972419739","0.9664919972419739","0.9664919972419739","","",""
"515","0.9637271165847778","0.9637271165847778","0.9637271165847778","","",""
"516","0.9809495806694031","0.9809495806694031","0.9809495806694031","","",""
"521","0.9620676636695862","0.9620676636695862","0.9620676636695862","","",""
"522","0.9542134404182434","0.9542134404182434","0.9542134404182434","","",""
"525","0.9479041695594788","0.9479041695594788","0.9479041695594788","","",""
"526","0.9491333961486816","0.9491333961486816","0.9491333961486816","","",""
"528","0.9642912745475769","0.9642912745475769","0.9642912745475769","","",""
"532","0.9475032687187195","0.9475032687187195","0.9475032687187195","","",""
"535","0.9314677715301514","0.9314677715301514","0.9314677715301514","","",""
"537","0.9212877154350281","0.9212877154350281","0.9212877154350281","","",""
"538","0.9401962161064148","0.9401962161064148","0.9401962161064148","","",""
"540","0.9047226905822754","0.9047226905822754","0.9047226905822754","","",""
"542","0.9273508787155151","0.9273508787155151","0.9273508787155151","","",""
"543","0.9216896295547485","0.9216896295547485","0.9216896295547485","","",""
"549","0.8903107643127441","0.8903107643127441","0.8903107643127441","","",""
"550","0.8938747048377991","0.8938747048377991","0.8938747048377991","","",""
"555","0.8823695778846741","0.8823695778846741","0.8823695778846741","","",""
"559","0.9268136620521545","0.9268136620521545","0.9268136620521545","","",""
"563","0.893355131149292","0.893355131149292","0.893355131149292","","",""
"564","0.8990367650985718","0.8990367650985718","0.8990367650985718","","",""
"565","0.9223889112472534","0.9223889112472534","0.9223889112472534","","",""
"566","0.9121447205543518","0.9121447205543518","0.9121447205543518","","",""
"567","0.8955105543136597","0.8955105543136597","0.8955105543136597","","",""
"568","0.8900595903396606","0.8900595903396606","0.8900595903396606","","",""
"570","0.8897005915641785","0.8897005915641785","0.8897005915641785","","",""
"571","0.8817105889320374","0.8817105889320374","0.8817105889320374","","",""
"572","0.882550835609436","0.882550835609436","0.882550835609436","","",""
"573","0.9051343202590942","0.9051343202590942","0.9051343202590942","","",""
"576","0.8941608667373657","0.8941608667373657","0.8941608667373657","","",""
"577","0.9000153541564941","0.9000153541564941","0.9000153541564941","","",""
"578","0.8704307675361633","0.8704307675361633","0.8704307675361633","","",""
"579","0.8975809812545776","0.8975809812545776","0.8975809812545776","","",""
"580","0.8550119996070862","0.8550119996070862","0.8550119996070862","","",""
"581","0.8614235520362854","0.8614235520362854","0.8614235520362854","","",""
"583","0.8644833564758301","0.8644833564758301","0.8644833564758301","","",""
"585","0.8604631423950195","0.8604631423950195","0.8604631423950195","","",""
"586","0.8683944940567017","0.8683944940567017","0.8683944940567017","","",""
"589","0.8588440418243408","0.8588440418243408","0.8588440418243408","","",""
"590","0.874540388584137","0.874540388584137","0.874540388584137","","",""
"591","0.8786276578903198","0.8786276578903198","0.8786276578903198","","",""
"592","0.8678693771362305","0.8678693771362305","0.8678693771362305","","",""
"594","0.8626741170883179","0.8626741170883179","0.8626741170883179","","",""
"595","0.8501501679420471","0.8501501679420471","0.8501501679420471","","",""
"596","0.8294445276260376","0.8294445276260376","0.8294445276260376","","",""
"597","0.8396591544151306","0.8396591544151306","0.8396591544151306","","",""
"600","","","","0.8478851318359375","0.8478851318359375","0.8478851318359375"
"601","0.8595303297042847","0.8595303297042847","0.8595303297042847","","",""
"607","0.8717448711395264","0.8717448711395264","0.8717448711395264","","",""
"609","0.8538615703582764","0.8538615703582764","0.8538615703582764","","",""
"612","0.8368629217147827","0.8368629217147827","0.8368629217147827","","",""
"614","0.8279195427894592","0.8279195427894592","0.8279195427894592","","",""
"616","0.8486329317092896","0.8486329317092896","0.8486329317092896","","",""
"618","0.8254250288009644","0.8254250288009644","0.8254250288009644","","",""
"619","0.8400084972381592","0.8400084972381592","0.8400084972381592","","",""
"620","0.8039246797561646","0.8039246797561646","0.8039246797561646","","",""
"621","0.8343294858932495","0.8343294858932495","0.8343294858932495","","",""
"622","0.8459267020225525","0.8459267020225525","0.8459267020225525","","",""
"623","0.8384959101676941","0.8384959101676941","0.8384959101676941","","",""
"628","0.8208252787590027","0.8208252787590027","0.8208252787590027","","",""
"629","0.8353467583656311","0.8353467583656311","0.8353467583656311","","",""
"632","0.812091052532196","0.812091052532196","0.812091052532196","","",""
"634","0.808861494064331","0.808861494064331","0.808861494064331","","",""
"635","0.8333033323287964","0.8333033323287964","0.8333033323287964","","",""
"636","0.8115071058273315","0.8115071058273315","0.8115071058273315","","",""
"638","0.8160704374313354","0.8160704374313354","0.8160704374313354","","",""
"639","0.8071245551109314","0.8071245551109314","0.8071245551109314","","",""
"641","0.808386504650116","0.808386504650116","0.808386504650116","","",""
"642","0.811658501625061","0.811658501625061","0.811658501625061","","",""
"644","0.8221979737281799","0.8221979737281799","0.8221979737281799","","",""
"646","0.8090519309043884","0.8090519309043884","0.8090519309043884","","",""
"648","0.7928832173347473","0.7928832173347473","0.7928832173347473","","",""
"651","0.817336916923523","0.817336916923523","0.817336916923523","","",""
"656","0.810367226600647","0.810367226600647","0.810367226600647","","",""
"658","0.7998186945915222","0.7998186945915222","0.7998186945915222","","",""
"661","0.80009526014328","0.80009526014328","0.80009526014328","","",""
"662","0.7975014448165894","0.7975014448165894","0.7975014448165894","","",""
"663","0.804324746131897","0.804324746131897","0.804324746131897","","",""
"665","0.8153160214424133","0.8153160214424133","0.8153160214424133","","",""
"667","0.8233248591423035","0.8233248591423035","0.8233248591423035","","",""
"668","0.810590922832489","0.810590922832489","0.810590922832489","","",""
"670","0.7941454648971558","0.7941454648971558","0.7941454648971558","","",""
"674","0.7890293002128601","0.7890293002128601","0.7890293002128601","","",""
"677","0.7793099880218506","0.7793099880218506","0.7793099880218506","","",""
"679","0.7751129865646362","0.7751129865646362","0.7751129865646362","","",""
"682","0.7764924168586731","0.7764924168586731","0.7764924168586731","","",""
"684","0.778622567653656","0.778622567653656","0.778622567653656","","",""
"688","0.7570489048957825","0.7570489048957825","0.7570489048957825","","",""
"692","0.7754471898078918","0.7754471898078918","0.7754471898078918","","",""
"693","0.7671164274215698","0.7671164274215698","0.7671164274215698","","",""
"695","0.7733357548713684","0.7733357548713684","0.7733357548713684","","",""
"698","0.770715594291687","0.770715594291687","0.770715594291687","","",""
"699","0.7716202139854431","0.7716202139854431","0.7716202139854431","","",""
"700","","","","0.7588855028152466","0.7588855028152466","0.7588855028152466"
"701","0.746952474117279","0.746952474117279","0.746952474117279","","",""
"702","0.7715080380439758","0.7715080380439758","0.7715080380439758","","",""
"703","0.77325838804245","0.77325838804245","0.77325838804245","","",""
"704","0.7738782167434692","0.7738782167434692","0.7738782167434692","","",""
"706","0.7655699253082275","0.7655699253082275","0.7655699253082275","","",""
"707","0.7522489428520203","0.7522489428520203","0.7522489428520203","","",""
"710","0.751064658164978","0.751064658164978","0.751064658164978","","",""
"711","0.763462483882904","0.763462483882904","0.763462483882904","","",""
"713","0.7762967348098755","0.7762967348098755","0.7762967348098755","","",""
"715","0.7482179999351501","0.7482179999351501","0.7482179999351501","","",""
"717","0.7615669965744019","0.7615669965744019","0.7615669965744019","","",""
"718","0.7702717185020447","0.7702717185020447","0.7702717185020447","","",""
"719","0.7360635995864868","0.7360635995864868","0.7360635995864868","","",""
"720","0.7438018321990967","0.7438018321990967","0.7438018321990967","","",""
"721","0.7567861676216125","0.7567861676216125","0.7567861676216125","","",""
"723","0.7474507689476013","0.7474507689476013","0.7474507689476013","","",""
"724","0.7441311478614807","0.7441311478614807","0.7441311478614807","","",""
"729","0.7338191270828247","0.7338191270828247","0.7338191270828247","","",""
"730","0.7681428790092468","0.7681428790092468","0.7681428790092468","","",""
"733","0.7673894762992859","0.7673894762992859","0.7673894762992859","","",""
"734","0.7323082089424133","0.7323082089424133","0.7323082089424133","","",""
"737","0.7290693521499634","0.7290693521499634","0.7290693521499634","","",""
"738","0.7283962965011597","0.7283962965011597","0.7283962965011597","","",""
"739","0.7417383790016174","0.7417383790016174","0.7417383790016174","","",""
"741","0.7660964727401733","0.7660964727401733","0.7660964727401733","","",""
"742","0.7411458492279053","0.7411458492279053","0.7411458492279053","","",""
"745","0.725472629070282","0.725472629070282","0.725472629070282","","",""
"747","0.7328935861587524","0.7328935861587524","0.7328935861587524","","",""
"748","0.7206865549087524","0.7206865549087524","0.7206865549087524","","",""
"749","0.7350471019744873","0.7350471019744873","0.7350471019744873","","",""
"751","0.7311450839042664","0.7311450839042664","0.7311450839042664","","",""
"752","0.726884126663208","0.726884126663208","0.726884126663208","","",""
"754","0.7484434247016907","0.7484434247016907","0.7484434247016907","","",""
"755","0.7448832988739014","0.7448832988739014","0.7448832988739014","","",""
"756","0.7226126790046692","0.7226126790046692","0.7226126790046692","","",""
"758","0.7243078947067261","0.7243078947067261","0.7243078947067261","","",""
"760","0.7280565500259399","0.7280565500259399","0.7280565500259399","","",""
"761","0.714333713054657","0.714333713054657","0.714333713054657","","",""
"762","0.7325307726860046","0.7325307726860046","0.7325307726860046","","",""
"763","0.6994525194168091","0.6994525194168091","0.6994525194168091","","",""
"764","0.7239848971366882","0.7239848971366882","0.7239848971366882","","",""
"766","0.7372849583625793","0.7372849583625793","0.7372849583625793","","",""
"767","0.7299240827560425","0.7299240827560425","0.7299240827560425","","",""
"771","0.7209104895591736","0.7209104895591736","0.7209104895591736","","",""
"775","0.7082556486129761","0.7082556486129761","0.7082556486129761","","",""
"776","0.7091869711875916","0.7091869711875916","0.7091869711875916","","",""
"780","0.7188083529472351","0.7188083529472351","0.7188083529472351","","",""
"781","0.708358645439148","0.708358645439148","0.708358645439148","","",""
"782","0.7078716158866882","0.7078716158866882","0.7078716158866882","","",""
"785","0.713217556476593","0.713217556476593","0.713217556476593","","",""
"786","0.7005147337913513","0.7005147337913513","0.7005147337913513","","",""
"788","0.709761917591095","0.709761917591095","0.709761917591095","","",""
"789","0.6889959573745728","0.6889959573745728","0.6889959573745728","","",""
"791","0.7136728167533875","0.7136728167533875","0.7136728167533875","","",""
"793","0.7092966437339783","0.7092966437339783","0.7092966437339783","","",""
"795","0.6754466891288757","0.6754466891288757","0.6754466891288757","","",""
"796","0.693743884563446","0.693743884563446","0.693743884563446","","",""
"797","0.6851562857627869","0.6851562857627869","0.6851562857627869","","",""
"800","","","","0.6950937509536743","0.6950937509536743","0.6950937509536743"
"807","0.7023321986198425","0.7023321986198425","0.7023321986198425","","",""
"811","0.7204745411872864","0.7204745411872864","0.7204745411872864","","",""
"812","0.6934697031974792","0.6934697031974792","0.6934697031974792","","",""
"814","0.6893891096115112","0.6893891096115112","0.6893891096115112","","",""
"817","0.6837686896324158","0.6837686896324158","0.6837686896324158","","",""
"818","0.7027178406715393","0.7027178406715393","0.7027178406715393","","",""
