,seed,alpha,step,success
52,6890,736.574887568408,60000,0.0
53,6890,736.574887568408,80000,0.0
54,6890,736.574887568408,100000,0.0
55,6890,736.574887568408,120000,0.0
56,6890,736.574887568408,140000,0.02
57,6890,736.574887568408,160000,0.0
58,6890,736.574887568408,180000,0.02
59,6890,736.574887568408,200000,0.0
60,6890,736.574887568408,220000,0.0
61,6890,736.574887568408,240000,0.0
62,6890,736.574887568408,260000,0.0
63,6890,736.574887568408,280000,0.0
64,6890,736.574887568408,300000,0.0
65,6890,736.574887568408,320000,0.02
66,6890,736.574887568408,340000,0.0
67,6890,736.574887568408,360000,0.0
68,6890,736.574887568408,380000,0.0
69,6890,736.574887568408,400000,0.02
70,6890,736.574887568408,420000,0.0
71,6890,736.574887568408,440000,0.06
72,6890,736.574887568408,460000,0.0
73,6890,736.574887568408,480000,0.0
74,6890,736.574887568408,500000,0.0
75,6890,736.574887568408,520000,0.06
76,6890,736.574887568408,540000,0.0
77,6890,736.574887568408,560000,0.0
78,6890,736.574887568408,580000,0.0
79,6890,736.574887568408,600000,0.02
80,6890,736.574887568408,620000,0.0
81,6890,736.574887568408,640000,0.0
82,6890,736.574887568408,660000,0.06
83,6890,736.574887568408,680000,0.0
84,6890,736.574887568408,700000,0.02
85,6890,736.574887568408,720000,0.0
86,6890,736.574887568408,740000,0.0
87,6890,736.574887568408,760000,0.02
88,6890,736.574887568408,780000,0.0
89,6890,736.574887568408,800000,0.04
90,6890,736.574887568408,820000,0.0
91,6890,736.574887568408,840000,0.0
92,6890,736.574887568408,860000,0.0
93,6890,736.574887568408,880000,0.0
94,6890,736.574887568408,900000,0.0
95,6890,736.574887568408,920000,0.0
96,6890,736.574887568408,940000,0.02
97,6890,736.574887568408,960000,0.06
98,6890,736.574887568408,980000,0.0
99,6890,736.574887568408,1000000,0.04
100,6890,4.072905621183532,20000,0.0
101,6890,4.072905621183532,40000,0.0
102,6890,4.072905621183532,60000,0.0
103,6890,4.072905621183532,80000,0.0
104,6890,4.072905621183532,100000,0.0
105,6890,4.072905621183532,120000,0.02
106,6890,4.072905621183532,140000,0.04
107,6890,4.072905621183532,160000,0.0
108,6890,4.072905621183532,180000,0.02
109,6890,4.072905621183532,200000,0.0
110,6890,4.072905621183532,220000,0.04
111,6890,4.072905621183532,240000,0.1
112,6890,4.072905621183532,260000,0.06
113,6890,4.072905621183532,280000,0.04
114,6890,4.072905621183532,300000,0.04
115,6890,4.072905621183532,320000,0.14
116,6890,4.072905621183532,340000,0.1
117,6890,4.072905621183532,360000,0.2
118,6890,4.072905621183532,380000,0.1
119,6890,4.072905621183532,400000,0.02
120,6890,4.072905621183532,420000,0.02
121,6890,4.072905621183532,440000,0.08
122,6890,4.072905621183532,460000,0.12
123,6890,4.072905621183532,480000,0.08
124,6890,4.072905621183532,500000,0.18
125,6890,4.072905621183532,520000,0.1
126,6890,4.072905621183532,540000,0.18
127,6890,4.072905621183532,560000,0.14
128,6890,4.072905621183532,580000,0.22
129,6890,4.072905621183532,600000,0.16
130,6890,4.072905621183532,620000,0.26
131,6890,4.072905621183532,640000,0.16
132,6890,4.072905621183532,660000,0.16
133,6890,4.072905621183532,680000,0.26
134,6890,4.072905621183532,700000,0.28
135,6890,4.072905621183532,720000,0.22
136,6890,4.072905621183532,740000,0.2
137,6890,4.072905621183532,760000,0.18
138,6890,4.072905621183532,780000,0.14
139,6890,4.072905621183532,800000,0.24
140,6890,4.072905621183532,820000,0.12
141,6890,4.072905621183532,840000,0.2
142,6890,4.072905621183532,860000,0.34
143,6890,4.072905621183532,880000,0.28
144,6890,4.072905621183532,900000,0.28
145,6890,4.072905621183532,920000,0.1
146,6890,4.072905621183532,940000,0.22
147,6890,4.072905621183532,960000,0.24
148,6890,4.072905621183532,980000,0.2
149,6890,4.072905621183532,1000000,0.32
150,6890,3.0,20000,0.0
151,6890,3.0,40000,0.0
152,6890,3.0,60000,0.0
153,6890,3.0,80000,0.0
154,6890,3.0,100000,0.0
155,6890,3.0,120000,0.0
156,6890,3.0,140000,0.0
157,6890,3.0,160000,0.0
158,6890,3.0,180000,0.0
159,6890,3.0,200000,0.02
160,6890,3.0,220000,0.06
161,6890,3.0,240000,0.14
162,6890,3.0,260000,0.0
163,6890,3.0,280000,0.02
164,6890,3.0,300000,0.08
165,6890,3.0,320000,0.16
166,6890,3.0,340000,0.04
167,6890,3.0,360000,0.12
168,6890,3.0,380000,0.16
169,6890,3.0,400000,0.08
170,6890,3.0,420000,0.1
171,6890,3.0,440000,0.04
172,6890,3.0,460000,0.1
173,6890,3.0,480000,0.1
174,6890,3.0,500000,0.1
175,6890,3.0,520000,0.14
176,6890,3.0,540000,0.08
177,6890,3.0,560000,0.08
178,6890,3.0,580000,0.08
179,6890,3.0,600000,0.12
180,6890,3.0,620000,0.22
181,6890,3.0,640000,0.18
182,6890,3.0,660000,0.18
183,6890,3.0,680000,0.22
184,6890,3.0,700000,0.06
185,6890,3.0,720000,0.26
186,6890,3.0,740000,0.06
187,6890,3.0,760000,0.08
188,6890,3.0,780000,0.1
189,6890,3.0,800000,0.18
190,6890,3.0,820000,0.18
191,6890,3.0,840000,0.2
192,6890,3.0,860000,0.14
193,6890,3.0,880000,0.24
194,6890,3.0,900000,0.28
195,6890,3.0,920000,0.14
196,6890,3.0,940000,0.16
197,6890,3.0,960000,0.14
198,6890,3.0,980000,0.06
199,6890,3.0,1000000,0.26
200,6311,7.5070711202363505,20000,0.0
201,6311,7.5070711202363505,40000,0.0
202,6311,7.5070711202363505,60000,0.0
203,6311,7.5070711202363505,80000,0.04
204,6311,7.5070711202363505,100000,0.14
205,6311,7.5070711202363505,120000,0.0
206,6311,7.5070711202363505,140000,0.3
207,6311,7.5070711202363505,160000,0.3
208,6311,7.5070711202363505,180000,0.08
209,6311,7.5070711202363505,200000,0.34
210,6311,7.5070711202363505,220000,0.24
211,6311,7.5070711202363505,240000,0.24
212,6311,7.5070711202363505,260000,0.34
213,6311,7.5070711202363505,280000,0.2
214,6311,7.5070711202363505,300000,0.2
215,6311,7.5070711202363505,320000,0.22
216,6311,7.5070711202363505,340000,0.3
217,6311,7.5070711202363505,360000,0.32
218,6311,7.5070711202363505,380000,0.26
219,6311,7.5070711202363505,400000,0.24
220,6311,7.5070711202363505,420000,0.14
221,6311,7.5070711202363505,440000,0.28
222,6311,7.5070711202363505,460000,0.32
223,6311,7.5070711202363505,480000,0.42
224,6311,7.5070711202363505,500000,0.32
225,6311,7.5070711202363505,520000,0.16
226,6311,7.5070711202363505,540000,0.08
227,6311,7.5070711202363505,560000,0.44
228,6311,7.5070711202363505,580000,0.3
229,6311,7.5070711202363505,600000,0.16
230,6311,7.5070711202363505,620000,0.32
231,6311,7.5070711202363505,640000,0.52
232,6311,7.5070711202363505,660000,0.44
233,6311,7.5070711202363505,680000,0.26
234,6311,7.5070711202363505,700000,0.46
235,6311,7.5070711202363505,720000,0.44
236,6311,7.5070711202363505,740000,0.36
237,6311,7.5070711202363505,760000,0.38
238,6311,7.5070711202363505,780000,0.52
239,6311,7.5070711202363505,800000,0.22
240,6311,7.5070711202363505,820000,0.32
241,6311,7.5070711202363505,840000,0.26
242,6311,7.5070711202363505,860000,0.46
243,6311,7.5070711202363505,880000,0.38
244,6311,7.5070711202363505,900000,0.4
245,6311,7.5070711202363505,920000,0.46
246,6311,7.5070711202363505,940000,0.28
247,6311,7.5070711202363505,960000,0.5
248,6311,7.5070711202363505,980000,0.26
249,6311,7.5070711202363505,1000000,0.2
250,6890,25.503682768917216,20000,0.0
251,6890,25.503682768917216,40000,0.04
252,6890,25.503682768917216,60000,0.02
253,6890,25.503682768917216,80000,0.04
254,6890,25.503682768917216,100000,0.22
255,6890,25.503682768917216,120000,0.08
256,6890,25.503682768917216,140000,0.1
257,6890,25.503682768917216,160000,0.04
258,6890,25.503682768917216,180000,0.2
259,6890,25.503682768917216,200000,0.14
260,6890,25.503682768917216,220000,0.28
261,6890,25.503682768917216,240000,0.16
262,6890,25.503682768917216,260000,0.1
263,6890,25.503682768917216,280000,0.04
264,6890,25.503682768917216,300000,0.1
265,6890,25.503682768917216,320000,0.14
266,6890,25.503682768917216,340000,0.18
267,6890,25.503682768917216,360000,0.14
268,6890,25.503682768917216,380000,0.16
269,6890,25.503682768917216,400000,0.2
270,6890,25.503682768917216,420000,0.16
271,6890,25.503682768917216,440000,0.14
272,6890,25.503682768917216,460000,0.2
273,6890,25.503682768917216,480000,0.28
274,6890,25.503682768917216,500000,0.26
275,6890,25.503682768917216,520000,0.16
276,6890,25.503682768917216,540000,0.04
277,6890,25.503682768917216,560000,0.22
278,6890,25.503682768917216,580000,0.1
279,6890,25.503682768917216,600000,0.16
280,6890,25.503682768917216,620000,0.12
281,6890,25.503682768917216,640000,0.12
282,6890,25.503682768917216,660000,0.16
283,6890,25.503682768917216,680000,0.06
284,6890,25.503682768917216,700000,0.2
285,6890,25.503682768917216,720000,0.3
286,6890,25.503682768917216,740000,0.1
287,6890,25.503682768917216,760000,0.14
288,6890,25.503682768917216,780000,0.2
289,6890,25.503682768917216,800000,0.24
290,6890,25.503682768917216,820000,0.06
291,6890,25.503682768917216,840000,0.08
292,6890,25.503682768917216,860000,0.16
293,6890,25.503682768917216,880000,0.16
294,6890,25.503682768917216,900000,0.2
295,6890,25.503682768917216,920000,0.12
296,6890,25.503682768917216,940000,0.08
297,6890,25.503682768917216,960000,0.1
298,6890,25.503682768917216,980000,0.12
299,6890,25.503682768917216,1000000,0.22
300,6311,5.529520066356138,20000,0.0
301,6311,5.529520066356138,40000,0.0
302,6311,5.529520066356138,60000,0.0
303,6311,5.529520066356138,80000,0.06
304,6311,5.529520066356138,100000,0.08
305,6311,5.529520066356138,120000,0.0
306,6311,5.529520066356138,140000,0.16
307,6311,5.529520066356138,160000,0.1
308,6311,5.529520066356138,180000,0.08
309,6311,5.529520066356138,200000,0.16
310,6311,5.529520066356138,220000,0.16
311,6311,5.529520066356138,240000,0.22
312,6311,5.529520066356138,260000,0.18
313,6311,5.529520066356138,280000,0.16
314,6311,5.529520066356138,300000,0.2
315,6311,5.529520066356138,320000,0.18
316,6311,5.529520066356138,340000,0.16
317,6311,5.529520066356138,360000,0.12
318,6311,5.529520066356138,380000,0.18
319,6311,5.529520066356138,400000,0.24
320,6311,5.529520066356138,420000,0.26
321,6311,5.529520066356138,440000,0.24
322,6311,5.529520066356138,460000,0.3
323,6311,5.529520066356138,480000,0.26
324,6311,5.529520066356138,500000,0.38
325,6311,5.529520066356138,520000,0.28
326,6311,5.529520066356138,540000,0.2
327,6311,5.529520066356138,560000,0.32
328,6311,5.529520066356138,580000,0.28
329,6311,5.529520066356138,600000,0.22
330,6311,5.529520066356138,620000,0.32
331,6311,5.529520066356138,640000,0.28
332,6311,5.529520066356138,660000,0.28
333,6311,5.529520066356138,680000,0.22
334,6311,5.529520066356138,700000,0.38
335,6311,5.529520066356138,720000,0.32
336,6311,5.529520066356138,740000,0.3
337,6311,5.529520066356138,760000,0.26
338,6311,5.529520066356138,780000,0.32
339,6311,5.529520066356138,800000,0.26
340,6311,5.529520066356138,820000,0.24
341,6311,5.529520066356138,840000,0.32
342,6311,5.529520066356138,860000,0.26
343,6311,5.529520066356138,880000,0.32
344,6311,5.529520066356138,900000,0.44
345,6311,5.529520066356138,920000,0.34
346,6311,5.529520066356138,940000,0.24
347,6311,5.529520066356138,960000,0.28
348,6311,5.529520066356138,980000,0.18
349,6311,5.529520066356138,1000000,0.34
350,6311,159.69872500717466,20000,0.0
351,6311,159.69872500717466,40000,0.0
352,6311,159.69872500717466,60000,0.0
353,6311,159.69872500717466,80000,0.0
354,6311,159.69872500717466,100000,0.0
355,6311,159.69872500717466,120000,0.02
356,6311,159.69872500717466,140000,0.08
357,6311,159.69872500717466,160000,0.0
358,6311,159.69872500717466,180000,0.0
359,6311,159.69872500717466,200000,0.02
360,6311,159.69872500717466,220000,0.0
361,6311,159.69872500717466,240000,0.0
362,6311,159.69872500717466,260000,0.02
363,6311,159.69872500717466,280000,0.0
364,6311,159.69872500717466,300000,0.04
365,6311,159.69872500717466,320000,0.02
366,6311,159.69872500717466,340000,0.02
367,6311,159.69872500717466,360000,0.0
368,6311,159.69872500717466,380000,0.02
369,6311,159.69872500717466,400000,0.0
370,6311,159.69872500717466,420000,0.0
371,6311,159.69872500717466,440000,0.02
372,6311,159.69872500717466,460000,0.0
373,6311,159.69872500717466,480000,0.0
374,6311,159.69872500717466,500000,0.02
375,6311,159.69872500717466,520000,0.0
376,6311,159.69872500717466,540000,0.0
377,6311,159.69872500717466,560000,0.0
378,6311,159.69872500717466,580000,0.0
379,6311,159.69872500717466,600000,0.02
380,6311,159.69872500717466,620000,0.0
381,6311,159.69872500717466,640000,0.04
382,6311,159.69872500717466,660000,0.0
383,6311,159.69872500717466,680000,0.0
384,6311,159.69872500717466,700000,0.0
385,6311,159.69872500717466,720000,0.06
386,6311,159.69872500717466,740000,0.04
387,6311,159.69872500717466,760000,0.0
388,6311,159.69872500717466,780000,0.02
389,6311,159.69872500717466,800000,0.0
390,6311,159.69872500717466,820000,0.0
391,6311,159.69872500717466,840000,0.0
392,6311,159.69872500717466,860000,0.0
393,6311,159.69872500717466,880000,0.02
394,6311,159.69872500717466,900000,0.02
395,6311,159.69872500717466,920000,0.0
396,6311,159.69872500717466,940000,0.0
397,6311,159.69872500717466,960000,0.0
398,6311,159.69872500717466,980000,0.02
399,6311,159.69872500717466,1000000,0.02
400,6890,7.5070711202363505,20000,0.0
401,6890,7.5070711202363505,40000,0.02
402,6890,7.5070711202363505,60000,0.0
403,6890,7.5070711202363505,80000,0.08
404,6890,7.5070711202363505,100000,0.26
405,6890,7.5070711202363505,120000,0.1
406,6890,7.5070711202363505,140000,0.3
407,6890,7.5070711202363505,160000,0.0
408,6890,7.5070711202363505,180000,0.16
409,6890,7.5070711202363505,200000,0.08
410,6890,7.5070711202363505,220000,0.22
411,6890,7.5070711202363505,240000,0.36
412,6890,7.5070711202363505,260000,0.1
413,6890,7.5070711202363505,280000,0.08
414,6890,7.5070711202363505,300000,0.34
415,6890,7.5070711202363505,320000,0.2
416,6890,7.5070711202363505,340000,0.16
417,6890,7.5070711202363505,360000,0.4
418,6890,7.5070711202363505,380000,0.3
419,6890,7.5070711202363505,400000,0.18
420,6890,7.5070711202363505,420000,0.24
421,6890,7.5070711202363505,440000,0.34
422,6890,7.5070711202363505,460000,0.36
423,6890,7.5070711202363505,480000,0.52
424,6890,7.5070711202363505,500000,0.34
425,6890,7.5070711202363505,520000,0.4
426,6890,7.5070711202363505,540000,0.36
427,6890,7.5070711202363505,560000,0.2
428,6890,7.5070711202363505,580000,0.36
429,6890,7.5070711202363505,600000,0.38
430,6890,7.5070711202363505,620000,0.22
431,6890,7.5070711202363505,640000,0.36
432,6890,7.5070711202363505,660000,0.38
433,6890,7.5070711202363505,680000,0.5
434,6890,7.5070711202363505,700000,0.42
435,6890,7.5070711202363505,720000,0.3
436,6890,7.5070711202363505,740000,0.3
437,6890,7.5070711202363505,760000,0.42
438,6890,7.5070711202363505,780000,0.44
439,6890,7.5070711202363505,800000,0.48
440,6890,7.5070711202363505,820000,0.32
441,6890,7.5070711202363505,840000,0.34
442,6890,7.5070711202363505,860000,0.38
443,6890,7.5070711202363505,880000,0.38
444,6890,7.5070711202363505,900000,0.36
445,6890,7.5070711202363505,920000,0.3
446,6890,7.5070711202363505,940000,0.36
447,6890,7.5070711202363505,960000,0.38
448,6890,7.5070711202363505,980000,0.28
449,6890,7.5070711202363505,1000000,0.46
450,6311,542.5425649964135,20000,0.0
451,6311,542.5425649964135,40000,0.0
452,6311,542.5425649964135,60000,0.0
453,6311,542.5425649964135,80000,0.0
454,6311,542.5425649964135,100000,0.02
455,6311,542.5425649964135,120000,0.0
456,6311,542.5425649964135,140000,0.02
457,6311,542.5425649964135,160000,0.0
458,6311,542.5425649964135,180000,0.0
459,6311,542.5425649964135,200000,0.0
460,6311,542.5425649964135,220000,0.0
461,6311,542.5425649964135,240000,0.0
462,6311,542.5425649964135,260000,0.0
463,6311,542.5425649964135,280000,0.02
464,6311,542.5425649964135,300000,0.0
465,6311,542.5425649964135,320000,0.0
466,6311,542.5425649964135,340000,0.02
467,6311,542.5425649964135,360000,0.0
468,6311,542.5425649964135,380000,0.02
469,6311,542.5425649964135,400000,0.0
470,6311,542.5425649964135,420000,0.02
471,6311,542.5425649964135,440000,0.02
472,6311,542.5425649964135,460000,0.0
473,6311,542.5425649964135,480000,0.0
474,6311,542.5425649964135,500000,0.0
475,6311,542.5425649964135,520000,0.0
476,6311,542.5425649964135,540000,0.02
477,6311,542.5425649964135,560000,0.04
478,6311,542.5425649964135,580000,0.0
479,6311,542.5425649964135,600000,0.0
480,6311,542.5425649964135,620000,0.0
481,6311,542.5425649964135,640000,0.02
482,6311,542.5425649964135,660000,0.02
483,6311,542.5425649964135,680000,0.02
484,6311,542.5425649964135,700000,0.0
485,6311,542.5425649964135,720000,0.0
486,6311,542.5425649964135,740000,0.0
487,6311,542.5425649964135,760000,0.0
488,6311,542.5425649964135,780000,0.02
489,6311,542.5425649964135,800000,0.0
490,6311,542.5425649964135,820000,0.0
491,6311,542.5425649964135,840000,0.0
492,6311,542.5425649964135,860000,0.0
493,6311,542.5425649964135,880000,0.02
494,6311,542.5425649964135,900000,0.0
495,6311,542.5425649964135,920000,0.0
496,6311,542.5425649964135,940000,0.0
497,6311,542.5425649964135,960000,0.04
498,6311,542.5425649964135,980000,0.0
499,6311,542.5425649964135,1000000,0.02
500,6890,34.6246976368015,20000,0.0
501,6890,34.6246976368015,40000,0.0
502,6890,34.6246976368015,60000,0.0
503,6890,34.6246976368015,80000,0.0
504,6890,34.6246976368015,100000,0.06
505,6890,34.6246976368015,120000,0.08
506,6890,34.6246976368015,140000,0.06
507,6890,34.6246976368015,160000,0.02
508,6890,34.6246976368015,180000,0.16
509,6890,34.6246976368015,200000,0.08
510,6890,34.6246976368015,220000,0.16
511,6890,34.6246976368015,240000,0.14
512,6890,34.6246976368015,260000,0.14
513,6890,34.6246976368015,280000,0.0
514,6890,34.6246976368015,300000,0.12
515,6890,34.6246976368015,320000,0.22
516,6890,34.6246976368015,340000,0.08
517,6890,34.6246976368015,360000,0.1
518,6890,34.6246976368015,380000,0.08
519,6890,34.6246976368015,400000,0.18
520,6890,34.6246976368015,420000,0.16
521,6890,34.6246976368015,440000,0.08
522,6890,34.6246976368015,460000,0.08
523,6890,34.6246976368015,480000,0.16
524,6890,34.6246976368015,500000,0.12
525,6890,34.6246976368015,520000,0.02
526,6890,34.6246976368015,540000,0.02
527,6890,34.6246976368015,560000,0.08
528,6890,34.6246976368015,580000,0.04
529,6890,34.6246976368015,600000,0.08
530,6890,34.6246976368015,620000,0.02
531,6890,34.6246976368015,640000,0.06
532,6890,34.6246976368015,660000,0.14
533,6890,34.6246976368015,680000,0.04
534,6890,34.6246976368015,700000,0.12
535,6890,34.6246976368015,720000,0.08
536,6890,34.6246976368015,740000,0.08
537,6890,34.6246976368015,760000,0.22
538,6890,34.6246976368015,780000,0.04
539,6890,34.6246976368015,800000,0.08
540,6890,34.6246976368015,820000,0.1
541,6890,34.6246976368015,840000,0.04
542,6890,34.6246976368015,860000,0.08
543,6890,34.6246976368015,880000,0.08
544,6890,34.6246976368015,900000,0.02
545,6890,34.6246976368015,920000,0.04
546,6890,34.6246976368015,940000,0.02
547,6890,34.6246976368015,960000,0.14
548,6890,34.6246976368015,980000,0.08
549,6890,34.6246976368015,1000000,0.12
550,6311,47.007708545569656,20000,0.0
551,6311,47.007708545569656,40000,0.0
552,6311,47.007708545569656,60000,0.02
553,6311,47.007708545569656,80000,0.02
554,6311,47.007708545569656,100000,0.0
555,6311,47.007708545569656,120000,0.06
556,6311,47.007708545569656,140000,0.12
557,6311,47.007708545569656,160000,0.06
558,6311,47.007708545569656,180000,0.02
559,6311,47.007708545569656,200000,0.1
560,6311,47.007708545569656,220000,0.02
561,6311,47.007708545569656,240000,0.04
562,6311,47.007708545569656,260000,0.0
563,6311,47.007708545569656,280000,0.08
564,6311,47.007708545569656,300000,0.02
565,6311,47.007708545569656,320000,0.06
566,6311,47.007708545569656,340000,0.1
567,6311,47.007708545569656,360000,0.04
568,6311,47.007708545569656,380000,0.12
569,6311,47.007708545569656,400000,0.02
570,6311,47.007708545569656,420000,0.12
571,6311,47.007708545569656,440000,0.0
572,6311,47.007708545569656,460000,0.0
573,6311,47.007708545569656,480000,0.06
574,6311,47.007708545569656,500000,0.04
575,6311,47.007708545569656,520000,0.06
576,6311,47.007708545569656,540000,0.02
577,6311,47.007708545569656,560000,0.1
578,6311,47.007708545569656,580000,0.04
579,6311,47.007708545569656,600000,0.06
580,6311,47.007708545569656,620000,0.02
581,6311,47.007708545569656,640000,0.06
582,6311,47.007708545569656,660000,0.04
583,6311,47.007708545569656,680000,0.02
584,6311,47.007708545569656,700000,0.02
585,6311,47.007708545569656,720000,0.1
586,6311,47.007708545569656,740000,0.08
587,6311,47.007708545569656,760000,0.02
588,6311,47.007708545569656,780000,0.12
589,6311,47.007708545569656,800000,0.04
590,6311,47.007708545569656,820000,0.02
591,6311,47.007708545569656,840000,0.06
592,6311,47.007708545569656,860000,0.06
593,6311,47.007708545569656,880000,0.04
594,6311,47.007708545569656,900000,0.0
595,6311,47.007708545569656,920000,0.04
596,6311,47.007708545569656,940000,0.02
597,6311,47.007708545569656,960000,0.04
598,6311,47.007708545569656,980000,0.04
599,6311,47.007708545569656,1000000,0.02
600,6311,216.81261159252156,20000,0.0
601,6311,216.81261159252156,40000,0.0
602,6311,216.81261159252156,60000,0.0
603,6311,216.81261159252156,80000,0.0
604,6311,216.81261159252156,100000,0.0
605,6311,216.81261159252156,120000,0.04
606,6311,216.81261159252156,140000,0.02
607,6311,216.81261159252156,160000,0.02
608,6311,216.81261159252156,180000,0.0
609,6311,216.81261159252156,200000,0.0
610,6311,216.81261159252156,220000,0.0
611,6311,216.81261159252156,240000,0.0
612,6311,216.81261159252156,260000,0.0
613,6311,216.81261159252156,280000,0.0
614,6311,216.81261159252156,300000,0.02
615,6311,216.81261159252156,320000,0.02
616,6311,216.81261159252156,340000,0.04
617,6311,216.81261159252156,360000,0.02
618,6311,216.81261159252156,380000,0.0
619,6311,216.81261159252156,400000,0.0
620,6311,216.81261159252156,420000,0.0
621,6311,216.81261159252156,440000,0.0
622,6311,216.81261159252156,460000,0.0
623,6311,216.81261159252156,480000,0.0
624,6311,216.81261159252156,500000,0.0
625,6311,216.81261159252156,520000,0.0
626,6311,216.81261159252156,540000,0.04
627,6311,216.81261159252156,560000,0.04
628,6311,216.81261159252156,580000,0.0
629,6311,216.81261159252156,600000,0.0
630,6311,216.81261159252156,620000,0.0
631,6311,216.81261159252156,640000,0.02
632,6311,216.81261159252156,660000,0.0
633,6311,216.81261159252156,680000,0.0
634,6311,216.81261159252156,700000,0.0
635,6311,216.81261159252156,720000,0.0
636,6311,216.81261159252156,740000,0.0
637,6311,216.81261159252156,760000,0.0
638,6311,216.81261159252156,780000,0.04
639,6311,216.81261159252156,800000,0.0
640,6311,216.81261159252156,820000,0.02
641,6311,216.81261159252156,840000,0.0
642,6311,216.81261159252156,860000,0.0
643,6311,216.81261159252156,880000,0.0
644,6311,216.81261159252156,900000,0.0
645,6311,216.81261159252156,920000,0.0
646,6311,216.81261159252156,940000,0.0
647,6311,216.81261159252156,960000,0.02
648,6311,216.81261159252156,980000,0.02
649,6311,216.81261159252156,1000000,0.0
650,6311,25.503682768917216,20000,0.0
651,6311,25.503682768917216,40000,0.0
652,6311,25.503682768917216,60000,0.0
653,6311,25.503682768917216,80000,0.0
654,6311,25.503682768917216,100000,0.06
655,6311,25.503682768917216,120000,0.08
656,6311,25.503682768917216,140000,0.12
657,6311,25.503682768917216,160000,0.14
658,6311,25.503682768917216,180000,0.04
659,6311,25.503682768917216,200000,0.12
660,6311,25.503682768917216,220000,0.06
661,6311,25.503682768917216,240000,0.08
662,6311,25.503682768917216,260000,0.16
663,6311,25.503682768917216,280000,0.16
664,6311,25.503682768917216,300000,0.1
665,6311,25.503682768917216,320000,0.2
666,6311,25.503682768917216,340000,0.2
667,6311,25.503682768917216,360000,0.26
668,6311,25.503682768917216,380000,0.2
669,6311,25.503682768917216,400000,0.08
670,6311,25.503682768917216,420000,0.16
671,6311,25.503682768917216,440000,0.24
672,6311,25.503682768917216,460000,0.18
673,6311,25.503682768917216,480000,0.12
674,6311,25.503682768917216,500000,0.14
675,6311,25.503682768917216,520000,0.16
676,6311,25.503682768917216,540000,0.06
677,6311,25.503682768917216,560000,0.3
678,6311,25.503682768917216,580000,0.14
679,6311,25.503682768917216,600000,0.08
680,6311,25.503682768917216,620000,0.08
681,6311,25.503682768917216,640000,0.12
682,6311,25.503682768917216,660000,0.18
683,6311,25.503682768917216,680000,0.16
684,6311,25.503682768917216,700000,0.28
685,6311,25.503682768917216,720000,0.22
686,6311,25.503682768917216,740000,0.1
687,6311,25.503682768917216,760000,0.14
688,6311,25.503682768917216,780000,0.18
689,6311,25.503682768917216,800000,0.14
690,6311,25.503682768917216,820000,0.1
691,6311,25.503682768917216,840000,0.08
692,6311,25.503682768917216,860000,0.18
693,6311,25.503682768917216,880000,0.1
694,6311,25.503682768917216,900000,0.14
695,6311,25.503682768917216,920000,0.12
696,6311,25.503682768917216,940000,0.1
697,6311,25.503682768917216,960000,0.1
698,6311,25.503682768917216,980000,0.08
699,6311,25.503682768917216,1000000,0.04
700,6311,10.191864054745066,20000,0.0
701,6311,10.191864054745066,40000,0.0
702,6311,10.191864054745066,60000,0.02
703,6311,10.191864054745066,80000,0.08
704,6311,10.191864054745066,100000,0.24
